ID,Type,Electricity (kWh/month),Cooking Fuel (kg/month),No of Cylinders,Water Heating (kWh/month),Waste (kg/month),Private Transportation (km/month),Electricity Emissions (kg CO₂/month),Cooking Emissions (kg CO₂/month),Transportation Emissions (kg CO₂/month),Waste Emissions (kg CO₂/month),Total Emissions (kg CO₂/month),AQI
Household_33,Household,359,11,0.786,56,38,385,294.38,32.813,59.290000000000006,7.6000000000000005,388.24942027772653,296
Household_34,Household,227,6,0.429,39,32,361,186.14,17.898,55.594,6.4,266.4179194022703,296
Household_35,Household,384,25,1.786,35,31,343,314.88,74.575,52.822,6.2,463.03318690081113,296
Household_36,Household,283,15,1.071,55,26,489,232.05999999999997,44.745000000000005,75.30600000000001,5.2,375.30371575018995,296
Household_37,Household,328,29,2.071,56,39,532,268.96,86.507,81.92800000000001,7.800000000000001,452.653012510604,296
Household_38,Household,202,11,0.786,35,27,436,165.64,32.813,67.144,5.4,276.931291731936,296
Household_39,Household,261,9,0.643,30,38,533,214.01999999999998,26.847,82.082,7.6000000000000005,322.01163465315085,296
Household_40,Household,371,28,2.0,44,28,479,304.21999999999997,83.524,73.766,5.6000000000000005,470.70209400457844,296
Household_41,Household,312,21,1.5,55,39,567,255.83999999999997,62.643,87.318,7.800000000000001,419.1692084077499,296
Household_42,Household,238,6,0.429,32,36,400,195.16,17.898,61.6,7.2,279.75429841438955,296
Household_43,Household,312,28,2.0,46,36,301,255.83999999999997,83.524,46.354,7.2,386.97023745444335,296
Household_44,Household,329,26,1.857,52,24,523,269.78,77.558,80.542,4.800000000000001,419.86702326523147,296
Household_45,Household,328,23,1.643,59,21,352,268.96,68.60900000000001,54.208,4.2,378.599702449487,296
Household_46,Household,371,30,2.143,35,23,502,304.21999999999997,89.49000000000001,77.308,4.6000000000000005,456.13916486678835,296
Household_47,Household,383,21,1.5,60,25,579,314.06,62.643,89.16600000000001,5.0,476.66342572867256,296
Household_48,Household,268,24,1.714,31,25,539,219.76,71.592,83.006,5.0,380.83499325226774,296
Household_49,Household,343,5,0.357,38,25,558,281.26,14.915000000000001,85.932,5.0,382.26888868458906,296
Household_50,Household,347,8,0.571,48,22,446,284.53999999999996,23.864,68.684,4.4,378.17343702275355,296
Household_51,Household,347,11,0.786,49,28,427,284.53999999999996,32.813,65.758,5.6000000000000005,390.8157054153048,296
Household_52,Household,238,22,1.571,37,20,566,195.16,65.626,87.164,4.0,350.30436928991406,296
Household_53,Household,384,29,2.071,47,29,398,314.88,86.507,61.29200000000001,5.800000000000001,455.0734681999618,296
Household_54,Household,206,20,1.429,55,35,359,168.92,59.660000000000004,55.286,7.0,299.996002202743,296
Household_55,Household,312,6,0.429,30,35,553,255.83999999999997,17.898,85.162,7.0,368.94126170669807,296
Household_56,Household,339,9,0.643,34,28,532,277.97999999999996,26.847,81.92800000000001,5.6000000000000005,395.01398479813844,296
Household_57,Household,298,23,1.643,45,35,430,244.35999999999999,68.60900000000001,66.22,7.0,394.5646270335837,296
Household_58,Household,347,28,2.0,51,20,415,284.53999999999996,83.524,63.910000000000004,4.0,427.83754643940324,296
Household_59,Household,274,21,1.5,37,23,403,224.67999999999998,62.643,62.062000000000005,4.6000000000000005,366.1223143772584,296
Household_60,Household,283,7,0.5,45,22,452,232.05999999999997,20.881,69.608,4.4,325.54857148057755,296
Household_61,Household,292,22,1.571,43,37,493,239.44,65.626,75.922,7.4,397.2739888033088,296
Household_62,Household,253,7,0.5,45,28,460,207.45999999999998,20.881,70.84,5.6000000000000005,312.12549033487653,296
Household_63,Household,267,5,0.357,43,40,434,218.94,14.915000000000001,66.836,8.0,298.3029817199744,296
Household_64,Household,394,21,1.5,30,35,321,323.08,62.643,49.434,7.0,447.1860040491413,296
Household_65,Household,357,10,0.714,35,32,350,292.74,29.830000000000002,53.9,6.4,386.1327467084668,296
Household_66,Household,381,12,0.857,56,21,576,312.41999999999996,35.796,88.704,4.2,441.4231165749434,296
Household_67,Household,229,5,0.357,57,34,446,187.78,14.915000000000001,68.684,6.800000000000001,277.23528249964625,296
Household_68,Household,203,7,0.5,46,36,471,166.45999999999998,20.881,72.53399999999999,7.2,266.21606750282206,296
Household_69,Household,357,18,1.286,50,25,398,292.74,53.694,61.29200000000001,5.0,420.85289425644004,296
Household_70,Household,323,13,0.929,34,36,480,264.85999999999996,38.779,73.92,7.2,390.53810513791507,296
Household_71,Household,294,7,0.5,57,20,415,241.07999999999998,20.881,63.910000000000004,4.0,330.1757885026567,296
Household_72,Household,390,25,1.786,52,20,555,319.79999999999995,74.575,85.47,4.0,468.92563853528617,296
Household_73,Household,266,22,1.571,54,29,522,218.11999999999998,65.626,80.38799999999999,5.800000000000001,374.87843414083613,296
Household_74,Household,253,30,2.143,32,27,473,207.45999999999998,89.49000000000001,72.842,5.4,382.42813619177775,296
Household_75,Household,223,22,1.571,44,21,426,182.85999999999999,65.626,65.604,4.2,341.29410085446966,296
Household_76,Household,354,14,1.0,31,36,403,290.28,41.762,62.062000000000005,7.2,412.05833063105035,296
Household_77,Household,360,13,0.929,40,35,338,295.2,38.779,52.05200000000001,7.0,374.0392361208453,296
Household_78,Household,369,27,1.929,55,22,312,302.58,80.541,48.048,4.4,436.3532939901864,296
Household_79,Household,259,30,2.143,36,23,472,212.38,89.49000000000001,72.688,4.6000000000000005,397.2717502866498,296
Household_80,Household,219,5,0.357,37,33,441,179.57999999999998,14.915000000000001,67.914,6.6000000000000005,275.24448856901637,296
Household_81,Household,314,27,1.929,44,21,587,257.47999999999996,80.541,90.398,4.2,435.90552160373204,296
Household_82,Household,390,26,1.857,48,36,479,319.79999999999995,77.558,73.766,7.2,487.3262865891523,296
Household_83,Household,369,10,0.714,44,30,400,302.58,29.830000000000002,61.6,6.0,393.786218050092,296
Household_84,Household,207,25,1.786,57,31,407,169.73999999999998,74.575,62.678,6.2,317.97389996627453,296
Household_85,Household,204,11,0.786,33,25,346,167.28,32.813,53.284,5.0,255.8723196100809,296
Household_86,Household,298,27,1.929,37,39,443,244.35999999999999,80.541,68.22200000000001,7.800000000000001,400.7267651418952,296
Household_87,Household,212,22,1.571,57,29,457,173.84,65.626,70.378,5.800000000000001,323.9285451569511,296
Household_88,Household,346,21,1.5,53,38,391,283.71999999999997,62.643,60.214,7.6000000000000005,404.90986897507815,296
Household_89,Household,257,27,1.929,55,24,416,210.73999999999998,80.541,64.06400000000001,4.800000000000001,373.0248247380194,296
Household_90,Household,261,27,1.929,60,28,428,214.01999999999998,80.541,65.912,5.6000000000000005,361.8448803891445,296
Household_91,Household,257,30,2.143,30,34,589,210.73999999999998,89.49000000000001,90.706,6.800000000000001,400.3426283315041,296
Household_92,Household,295,26,1.857,45,27,536,241.89999999999998,77.558,82.54400000000001,5.4,393.3969203972505,296
Household_93,Household,316,5,0.357,45,26,491,259.12,14.915000000000001,75.614,5.2,362.0473729087139,296
Household_94,Household,390,9,0.643,51,22,375,319.79999999999995,26.847,57.75,4.4,423.2620393594657,296
Household_95,Household,353,20,1.429,48,24,385,289.46,59.660000000000004,59.290000000000006,4.800000000000001,408.0635845078186,296
Household_96,Household,384,18,1.286,57,24,346,314.88,53.694,53.284,4.800000000000001,415.555766134904,296
Household_97,Household,293,18,1.286,59,39,503,240.26,53.694,77.462,7.800000000000001,381.9958306474271,296
Household_98,Household,343,30,2.143,55,35,338,281.26,89.49000000000001,52.05200000000001,7.0,444.35010644991746,296
Household_99,Household,299,5,0.357,59,24,322,245.17999999999998,14.915000000000001,49.587999999999994,4.800000000000001,299.98443434519095,296
Household_100,Household,209,26,1.857,34,23,589,171.38,77.558,90.706,4.6000000000000005,333.1809181877166,296
Household_101,Household,379,14,1.0,55,38,395,310.78,41.762,60.83,7.6000000000000005,416.43010441688483,296
Household_102,Household,200,28,2.0,34,32,303,164.0,83.524,46.662,6.4,292.382561754693,296
Household_103,Household,215,28,2.0,45,21,459,176.29999999999998,83.524,70.686,4.2,326.53814533391005,296
Household_104,Household,283,28,2.0,41,37,462,232.05999999999997,83.524,71.14800000000001,7.4,373.19079372336216,296
Household_105,Household,323,5,0.357,30,38,400,264.85999999999996,14.915000000000001,61.6,7.6000000000000005,354.8655694740587,296
Household_106,Household,211,7,0.5,30,20,467,173.01999999999998,20.881,71.918,4.0,273.20620502869633,296
Household_107,Household,273,15,1.071,41,32,311,223.85999999999999,44.745000000000005,47.894000000000005,6.4,305.91050800196354,296
Household_108,Household,294,18,1.286,31,38,541,241.07999999999998,53.694,83.31400000000001,7.6000000000000005,400.2599575995625,296
Household_109,Household,234,27,1.929,46,27,392,191.88,80.541,60.368,5.4,354.99992314930483,296
Household_110,Household,353,14,1.0,55,21,414,289.46,41.762,63.75600000000001,4.2,391.6689445021989,296
Household_111,Household,304,11,0.786,33,40,413,249.27999999999997,32.813,63.602000000000004,8.0,365.36048590977,296
Household_112,Household,274,28,2.0,33,40,548,224.67999999999998,83.524,84.392,8.0,394.8660219500905,296
Household_113,Household,363,14,1.0,34,28,491,297.65999999999997,41.762,75.614,5.6000000000000005,422.4471651021106,296
Household_114,Household,376,7,0.5,45,23,395,308.32,20.881,60.83,4.6000000000000005,386.2733786497909,296
Household_115,Household,351,27,1.929,59,24,567,287.82,80.541,87.318,4.800000000000001,482.62151523462273,296
Household_116,Household,312,27,1.929,42,22,585,255.83999999999997,80.541,90.09,4.4,427.91082772670103,296
Household_117,Household,216,21,1.5,59,39,516,177.11999999999998,62.643,79.464,7.800000000000001,328.29149022823464,296
Household_118,Household,285,17,1.214,56,38,476,233.7,50.711,73.304,7.6000000000000005,358.4356261253618,296
Household_119,Household,299,16,1.143,58,28,375,245.17999999999998,47.728,57.75,5.6000000000000005,374.8711559723639,296
Household_120,Household,208,11,0.786,57,33,522,170.56,32.813,80.38799999999999,6.6000000000000005,309.2271464608941,296
Household_121,Household,327,24,1.714,48,34,443,268.14,71.592,68.22200000000001,6.800000000000001,431.06329181262936,296
Household_122,Household,316,9,0.643,32,31,324,259.12,26.847,49.89600000000001,6.2,351.6274034834762,296
Household_123,Household,379,25,1.786,33,40,450,310.78,74.575,69.3,8.0,456.40710453065947,296
Household_124,Household,343,29,2.071,36,32,480,281.26,86.507,73.92,6.4,456.36550095962417,296
Household_125,Household,241,30,2.143,36,33,522,197.61999999999998,89.49000000000001,80.38799999999999,6.6000000000000005,374.02757201075264,296
Household_126,Household,321,9,0.643,32,30,445,263.21999999999997,26.847,68.53,6.0,377.7210862174263,296
Household_127,Household,275,13,0.929,39,31,552,225.5,38.779,85.008,6.2,366.6460205336536,296
Household_128,Household,206,18,1.286,42,27,469,168.92,53.694,72.226,5.4,293.7473442192407,296
Household_129,Household,336,22,1.571,56,21,304,275.52,65.626,46.815999999999995,4.2,401.6402580283721,296
Household_130,Household,228,9,0.643,35,38,435,186.95999999999998,26.847,66.99,7.6000000000000005,295.21734450043925,296
Household_131,Household,308,5,0.357,51,39,444,252.55999999999997,14.915000000000001,68.376,7.800000000000001,315.9153713708655,296
Household_132,Household,270,29,2.071,42,23,591,221.39999999999998,86.507,91.014,4.6000000000000005,411.53036639629465,296
Household_133,Household,269,23,1.643,58,31,481,220.57999999999998,68.60900000000001,74.07400000000001,6.2,365.1450421135979,296
Household_134,Household,366,14,1.0,55,38,338,300.12,41.762,52.05200000000001,7.6000000000000005,392.6735754566833,296
Household_135,Household,325,7,0.5,42,32,541,266.5,20.881,83.31400000000001,6.4,368.66239395706253,296
Household_136,Household,325,30,2.143,49,27,300,266.5,89.49000000000001,46.2,5.4,406.2375710436797,296
Household_137,Household,330,17,1.214,57,36,416,270.59999999999997,50.711,64.06400000000001,7.2,397.37559580086685,296
Household_138,Household,333,30,2.143,41,32,459,273.06,89.49000000000001,70.686,6.4,425.9813797780782,296
Household_139,Household,372,19,1.357,50,35,512,305.03999999999996,56.677,78.848,7.0,449.46347836212465,296
Household_140,Household,363,7,0.5,48,39,346,297.65999999999997,20.881,53.284,7.800000000000001,385.39258066193065,296
Household_141,Household,248,18,1.286,44,20,353,203.35999999999999,53.694,54.362,4.0,334.0340578366963,296
Household_142,Household,317,7,0.5,45,30,311,259.94,20.881,47.894000000000005,6.0,323.94809830774875,296
Household_143,Household,273,20,1.429,37,25,455,223.85999999999999,59.660000000000004,70.07,5.0,355.09387813222196,296
Household_144,Household,316,12,0.857,55,23,389,259.12,35.796,59.906,4.6000000000000005,362.0386297269648,296
Household_145,Household,335,30,2.143,57,37,327,274.7,89.49000000000001,50.358000000000004,7.4,433.42209330191605,296
Household_146,Household,300,13,0.929,33,36,500,245.99999999999997,38.779,77.00000000000001,7.2,365.9367611882818,296
Household_147,Household,360,25,1.786,49,32,519,295.2,74.575,79.926,6.4,468.08741371991044,296
Household_148,Household,356,17,1.214,43,22,552,291.91999999999996,50.711,85.008,4.4,412.66537683523535,296
Household_149,Household,333,22,1.571,48,24,309,273.06,65.626,47.586000000000006,4.800000000000001,378.5385180687812,296
Household_150,Household,255,22,1.571,56,32,304,209.1,65.626,46.815999999999995,6.4,331.42844344334213,296
Household_151,Household,318,28,2.0,30,20,445,260.76,83.524,68.53,4.0,402.7057550191212,296
Household_152,Household,376,15,1.071,50,36,397,308.32,44.745000000000005,61.138,7.2,409.6582947323328,296
Household_153,Household,304,7,0.5,60,20,305,249.27999999999997,20.881,46.97,4.0,315.8532313575406,296
Household_154,Household,396,9,0.643,35,22,322,324.71999999999997,26.847,49.587999999999994,4.4,413.2693899191582,296
Household_155,Household,252,9,0.643,39,29,382,206.64,26.847,58.827999999999996,5.800000000000001,279.1553515869271,296
Household_156,Household,344,25,1.786,43,28,300,282.08,74.575,46.2,5.6000000000000005,410.15798362162394,296
Household_157,Household,250,17,1.214,42,23,587,205.0,50.711,90.398,4.6000000000000005,361.03863947152814,296
Household_158,Household,233,12,0.857,36,21,417,191.06,35.796,64.218,4.2,293.3245479157104,296
Household_159,Household,202,22,1.571,41,20,353,165.64,65.626,54.362,4.0,285.9396977040746,296
Household_160,Household,332,29,2.071,46,35,554,272.24,86.507,85.31599999999999,7.0,455.08071282558575,296
Household_161,Household,246,27,1.929,44,24,365,201.72,80.541,56.21,4.800000000000001,341.34988947278555,296
Household_162,Household,274,23,1.643,36,25,491,224.67999999999998,68.60900000000001,75.614,5.0,387.8079978124075,296
Household_163,Household,237,22,1.571,31,37,585,194.33999999999997,65.626,90.09,7.4,346.34186987865564,296
Household_164,Household,278,23,1.643,60,21,548,227.95999999999998,68.60900000000001,84.392,4.2,384.6445584483491,296
Household_165,Household,365,5,0.357,53,34,329,299.29999999999995,14.915000000000001,50.666000000000004,6.800000000000001,373.73786374960684,296
Household_166,Household,305,23,1.643,46,24,584,250.1,68.60900000000001,89.93599999999999,4.800000000000001,409.6604594815354,296
Household_167,Household,331,14,1.0,53,36,572,271.41999999999996,41.762,88.088,7.2,379.75717337042533,296
Household_168,Household,283,28,2.0,34,21,561,232.05999999999997,83.524,86.394,4.2,404.568950919508,296
Household_169,Household,252,6,0.429,42,30,342,206.64,17.898,52.668000000000006,6.0,292.20776986912466,296
Household_170,Household,314,19,1.357,54,35,394,257.47999999999996,56.677,60.676,7.0,389.61409186126014,296
Household_171,Household,317,20,1.429,37,23,483,259.94,59.660000000000004,74.382,4.6000000000000005,402.12978482170206,296
Household_172,Household,224,7,0.5,32,37,360,183.67999999999998,20.881,55.44,7.4,256.42237641650775,296
Household_173,Household,321,23,1.643,48,40,304,263.21999999999997,68.60900000000001,46.815999999999995,8.0,390.59809462458475,296
Household_174,Household,291,14,1.0,58,40,300,238.61999999999998,41.762,46.2,8.0,328.84762178457754,296
Household_175,Household,332,13,0.929,41,33,333,272.24,38.779,51.282,6.6000000000000005,372.43582905948665,296
Household_176,Household,376,18,1.286,55,32,372,308.32,53.694,57.288000000000004,6.4,426.9170501140172,296
Household_177,Household,225,29,2.071,44,34,355,184.5,86.507,54.67,6.800000000000001,322.7132472871663,296
Household_178,Household,293,15,1.071,60,35,360,240.26,44.745000000000005,55.44,7.0,338.52044160643095,296
Household_179,Household,280,30,2.143,33,20,307,229.6,89.49000000000001,47.278,4.0,373.9182245442152,296
Household_180,Household,312,7,0.5,58,39,506,255.83999999999997,20.881,77.924,7.800000000000001,360.233869047115,296
Household_181,Household,246,28,2.0,51,33,327,201.72,83.524,50.358000000000004,6.6000000000000005,333.79918569342874,296
Household_182,Household,277,28,2.0,31,32,453,227.14,83.524,69.762,6.4,377.5976981027316,296
Household_183,Household,213,28,2.0,48,26,302,174.66,83.524,46.508,5.2,306.8536915201378,296
Household_184,Household,310,27,1.929,43,30,538,254.2,80.541,82.852,6.0,439.27404794718205,296
Household_185,Household,217,30,2.143,35,22,314,177.94,89.49000000000001,48.356,4.4,314.92521967788036,296
Household_186,Household,391,29,2.071,52,24,327,320.62,86.507,50.358000000000004,4.800000000000001,462.14480461742414,296
Household_187,Household,238,29,2.071,46,26,385,195.16,86.507,59.290000000000006,5.2,347.17344287689514,296
Household_188,Household,325,16,1.143,54,36,312,266.5,47.728,48.048,7.2,358.1657360850806,296
Household_189,Household,224,8,0.571,39,22,532,183.67999999999998,23.864,81.92800000000001,4.4,276.243675161573,296
Household_190,Household,308,22,1.571,44,23,410,252.55999999999997,65.626,63.14,4.6000000000000005,375.6595926526427,296
Household_191,Household,233,19,1.357,37,27,535,191.06,56.677,82.39,5.4,337.997773778063,296
Household_192,Household,282,14,1.0,38,24,305,231.23999999999998,41.762,46.97,4.800000000000001,325.64531057915406,296
Household_193,Household,379,30,2.143,31,32,528,310.78,89.49000000000001,81.31200000000001,6.4,495.0060656915106,296
Household_194,Household,320,5,0.357,50,40,497,262.4,14.915000000000001,76.538,8.0,362.8204989495912,296
Household_195,Household,269,27,1.929,45,23,394,220.57999999999998,80.541,60.676,4.6000000000000005,365.30150708530795,296
Household_196,Household,351,27,1.929,38,22,542,287.82,80.541,83.468,4.4,450.1888772507487,296
Household_197,Household,230,12,0.857,34,23,522,188.6,35.796,80.38799999999999,4.6000000000000005,318.23006789862694,296
Household_198,Household,205,6,0.429,49,30,303,168.1,17.898,46.662,6.0,229.46819861279283,296
Household_199,Household,278,10,0.714,51,36,393,227.95999999999998,29.830000000000002,60.522,7.2,314.40800482703975,296
Household_200,Household,378,29,2.071,31,34,502,309.96,86.507,77.308,6.800000000000001,486.24555517388103,296
Household_201,Household,335,30,2.143,48,32,599,274.7,89.49000000000001,92.246,6.4,449.5044268934634,296
Household_202,Household,332,10,0.714,55,23,574,272.24,29.830000000000002,88.396,4.6000000000000005,419.2139099865864,296
Household_203,Household,219,21,1.5,41,34,300,179.57999999999998,62.643,46.2,6.800000000000001,296.02293380559144,296
Household_204,Household,289,18,1.286,35,24,438,236.98,53.694,67.452,4.800000000000001,366.40506116324883,296
Household_205,Household,299,17,1.214,40,22,460,245.17999999999998,50.711,70.84,4.4,363.0468017547661,296
Household_206,Household,333,22,1.571,53,29,560,273.06,65.626,86.24000000000001,5.800000000000001,427.5733515575846,296
Household_207,Household,350,14,1.0,41,21,312,287.0,41.762,48.048,4.2,376.7424288311764,296
Household_208,Household,367,6,0.429,49,20,400,300.94,17.898,61.6,4.0,379.0196501233136,296
Household_209,Household,272,21,1.5,38,30,337,223.04,62.643,51.897999999999996,6.0,349.9106175150983,296
Household_210,Household,362,21,1.5,34,31,436,296.84,62.643,67.144,6.2,428.33123961774714,296
Household_211,Household,361,16,1.143,32,22,300,296.02,47.728,46.2,4.4,404.5230122908418,296
Household_212,Household,239,26,1.857,57,27,566,195.98,77.558,87.164,5.4,392.73382350119823,296
Household_213,Household,304,9,0.643,43,22,512,249.27999999999997,26.847,78.848,4.4,356.41958759853446,296
Household_214,Household,364,9,0.643,48,33,361,298.47999999999996,26.847,55.594,6.6000000000000005,389.0441551357662,296
Household_215,Household,331,29,2.071,42,29,388,271.41999999999996,86.507,59.752,5.800000000000001,427.27382057165505,296
Household_216,Household,345,12,0.857,37,26,403,282.9,35.796,62.062000000000005,5.2,404.07304812593514,296
Household_217,Household,213,23,1.643,58,25,322,174.66,68.60900000000001,49.587999999999994,5.0,297.0305221496181,296
Household_218,Household,262,19,1.357,30,36,524,214.83999999999997,56.677,80.696,7.2,351.1228308034163,296
Household_219,Household,393,18,1.286,50,27,403,322.26,53.694,62.062000000000005,5.4,430.75259494374296,296
Household_220,Household,378,11,0.786,48,25,433,309.96,32.813,66.682,5.0,413.87516052567764,296
Household_221,Household,266,11,0.786,48,27,341,218.11999999999998,32.813,52.514,5.4,304.36319780946116,296
Household_222,Household,391,24,1.714,44,34,456,320.62,71.592,70.224,6.800000000000001,489.336092893,296
Household_223,Household,232,24,1.714,59,26,456,190.23999999999998,71.592,70.224,5.2,354.9546242067696,296
Household_224,Household,237,29,2.071,30,24,588,194.33999999999997,86.507,90.552,4.800000000000001,365.85527172076405,296
Household_225,Household,395,26,1.857,31,29,304,323.9,77.558,46.815999999999995,5.800000000000001,446.9663989645082,296
Household_226,Household,322,14,1.0,30,25,458,264.03999999999996,41.762,70.53200000000001,5.0,382.0717010788688,296
Household_227,Household,246,8,0.571,42,39,483,201.72,23.864,74.382,7.800000000000001,321.73826422558767,296
Household_228,Household,214,12,0.857,34,34,472,175.48,35.796,72.688,6.800000000000001,291.3341313637105,296
Household_229,Household,329,23,1.643,48,23,591,269.78,68.60900000000001,91.014,4.6000000000000005,427.5305936201196,296
Household_230,Household,225,15,1.071,56,24,447,184.5,44.745000000000005,68.83800000000001,4.800000000000001,302.2941819009728,296
Household_231,Household,210,14,1.0,37,25,433,172.2,41.762,66.682,5.0,279.35915136103955,296
Household_232,Household,399,27,1.929,44,33,517,327.18,80.541,79.61800000000001,6.6000000000000005,499.96377209439487,296
Household_233,Household,340,12,0.857,59,37,410,278.8,35.796,63.14,7.4,378.0456628833529,296
Household_234,Household,303,15,1.071,41,31,432,248.45999999999998,44.745000000000005,66.528,6.2,360.8286394757303,296
Household_235,Household,319,9,0.643,37,29,391,261.58,26.847,60.214,5.800000000000001,366.06033813456094,296
Household_236,Household,230,30,2.143,38,38,328,188.6,89.49000000000001,50.512,7.6000000000000005,328.5183505268593,296
Household_237,Household,239,13,0.929,51,30,556,195.98,38.779,85.62400000000001,6.0,311.92171967439833,296
Household_238,Household,245,9,0.643,50,33,481,200.89999999999998,26.847,74.07400000000001,6.6000000000000005,309.3709375135631,296
Household_239,Household,256,5,0.357,60,38,448,209.92,14.915000000000001,68.992,7.6000000000000005,297.8222659579541,296
Household_240,Household,374,13,0.929,50,28,501,306.68,38.779,77.154,5.6000000000000005,433.32715500929953,296
Household_241,Household,379,29,2.071,50,28,590,310.78,86.507,90.86000000000001,5.6000000000000005,496.9217193473109,296
Household_242,Household,262,24,1.714,54,30,593,214.83999999999997,71.592,91.322,6.0,383.43481505356635,296
Household_243,Household,329,11,0.786,47,21,316,269.78,32.813,48.664,4.2,354.8465657453,296
Household_244,Household,327,15,1.071,56,31,550,268.14,44.745000000000005,84.7,6.2,396.4264155067716,296
Household_245,Household,378,26,1.857,53,26,479,309.96,77.558,73.766,5.2,467.3174707099324,296
Household_246,Household,397,25,1.786,53,20,476,325.53999999999996,74.575,73.304,4.0,486.2318478143277,296
Household_247,Household,228,15,1.071,51,37,348,186.95999999999998,44.745000000000005,53.592,7.4,282.9625325860052,296
Household_248,Household,398,21,1.5,49,28,476,326.35999999999996,62.643,73.304,5.6000000000000005,467.8530262363846,296
Household_249,Household,347,26,1.857,51,27,348,284.53999999999996,77.558,53.592,5.4,431.473887557346,296
Household_250,Household,270,5,0.357,42,38,510,221.39999999999998,14.915000000000001,78.54,7.6000000000000005,327.50924093216696,296
Household_251,Household,261,21,1.5,42,35,318,214.01999999999998,62.643,48.972,7.0,345.7297289635071,296
Household_252,Household,217,5,0.357,43,38,474,177.94,14.915000000000001,72.99600000000001,7.6000000000000005,267.76957670165666,296
Household_253,Household,393,26,1.857,57,36,413,322.26,77.558,63.602000000000004,7.2,452.3123155160513,296
Household_254,Household,365,23,1.643,60,23,563,299.29999999999995,68.60900000000001,86.702,4.6000000000000005,461.21751803955686,296
